altitude,azimuth,power
-67.72952489468625,27.491279205653797,1
-60.414925309795315,54.836570157808794,1
-50.54351724669545,72.18268831762758,1
-39.754725203747284,84.60253543335187,0
-28.740616751363188,94.82974267793489,0
-17.875400462777755,104.23405288948477,0
-7.450046647573676,113.6229599926123,25
2.231196592581974,123.57720549035855,451
10.79779445005262,134.56869332321432,1394
17.785786174733392,146.94582156177938,2245
22.657974726941227,160.79858372322323,2768
24.911498990348253,175.76698897088713,3604
24.265923845919364,191.01523964899954,2949
20.805130851415992,205.5692656242825,1865
14.932124541116115,218.78497291806838,933
7.184770001801733,230.5219896433804,167
-1.924796204875669,241.00870701563207,29
-11.974999538816625,250.65878090710987,29
-22.62953333182716,259.98828066242925,29
-33.59815860673331,269.65678678428947,29
-44.569698905995345,280.6635302163986,29
-55.0739828071425,294.84830959877274,29
-64.11369657113644,315.94076873422136,29
-69.33353194311427,348.967794824293,1
-67.64402401422677,27.121568194967267,1
-60.37790304307062,54.510200970632766,1
-50.53038976985294,71.92279315245071,1
-39.75042771758168,84.38679472656837,1
-28.73660967793668,94.6403084444815,0
-17.86598847648501,104.05954617725192,0
-7.430616975132656,113.4562316523655,8
2.2649582043137144,123.41417197081698,425
10.85010556535126,134.4083689785635,1796
17.86036347622752,146.79121619358332,2641
22.756893695023685,160.6574455596876,3165
25.033682684133627,175.65019317000576,3164
24.406621933309953,190.93166763285407,2973
20.957508136680772,205.52100286056933,2085
15.089820269487,218.76771408619769,948
7.343397324274189,230.52902276753318,155
-1.7675699566685223,241.03407780557683,29
-11.819968925867958,250.69835301064322,29
-22.476432982686397,260.0394900358689,29
-33.44591376499131,269.71762482348606,29
-44.416506228227576,280.7299246707858,29
-54.91768150685968,294.90530198051204,29
-63.95517292756152,315.93165027432855,29
-69.19260979991455,348.7585376511538,1
-67.55112850022974,26.752302535281046,1
-60.33415902363351,54.17805326988744,0
-50.51127183616651,71.65642102950291,1
-39.74053512929163,84.1651689691619,0
-28.727144550819496,94.44569248544025,0
-17.851082047493385,103.88048312588386,0
-7.405536767222909,113.28551835392463,14
2.304607863419828,123.24774960300908,641
10.908583261119926,134.24538450086104,2037
17.941367142763106,146.63493784090298,3467
22.862389078466258,160.51597489469663,4433
25.1623755022763,175.53471190840082,4781
24.553480914435788,190.8510987246808,4340
21.115459647149272,205.47713463133098,2888
15.252391524099009,218.75579288593707,1383
7.50621673720626,230.54197245374658,211
-1.606739449264834,241.06575929389976,29
-11.661787061211818,250.74461246917068,29
-22.320476826445113,260.0978813878326,29
-33.29092098257091,269.7863831001587,29
-44.26042376912115,280.80536341724945,29
-54.75796725540413,294.9729833841828,29
-63.79208738782755,315.9351098102708,29
-69.04526367913614,348.5605693553324,0
-67.45084058840877,26.384175142086264,0
-60.28363280765233,53.840626435927604,0
-50.48609139681996,71.38388194983038,0
-39.724980635726084,83.93787568536763,0
-28.71216421027748,94.2460665198441,0
-17.8306350864422,103.69701088421695,0
-7.374771761943204,113.11095308105608,30
2.350167451625809,123.07806250177984,585
10.973236719401882,134.07985777218488,1418
18.028793654078765,146.47709976211655,2338
22.974444733012447,160.37428234445792,2583
25.29754822050474,175.4206550077434,3178
24.70645756125591,190.7736398742805,2535
21.278928355326958,205.43775734137313,1772
15.419770023493486,218.7492869423481,1004
7.673152775449855,230.56089361397773,214
-1.4423832455673338,241.10378370734952,29
-11.50053231807246,250.79757016062865,29
-22.161740694268957,260.16344464981864,29
-33.13325209471277,269.863028431035,29
-44.101519132358796,280.8897837925383,29
-54.59490601864547,295.0512522721785,29
-63.62451332104329,315.95103708847085,29
-68.8915708350464,348.37409718222045,0
-67.34316785011183,26.017861326925015,0
-60.22626803527027,53.498425810925426,0
-50.45477910832479,71.1054925865859,0
-39.70369963466017,83.70513678839833,0
-28.69161357238456,94.04160484994144,0
-17.80460358410332,103.5092778727466,0
-7.338289807075888,112.93266906633416,28
2.4016567374252977,122.90523416044078,1027
11.044073060618471,133.9119053088223,3005
18.12263754323631,146.3178132973494,5458
23.09304271884167,160.23247635927,6764
25.439169944229842,175.30813018247537,6794
24.86550704224517,190.69939600122692,6397
21.447855707389618,205.40296512428128,4377
15.591886150808579,218.74827109181598,2253
7.844128970610624,230.58583782256494,369
-1.2745804802783873,241.14817948487016,29
-11.336283162501603,250.85723278773267,29
-22.00030001618057,260.23616513906745,29
-32.97297804118655,269.94752232731156,29
-43.93985854618551,280.9831164476458,29
-54.42856199348016,295.13999713801314,29
-63.452522431990275,315.97930223435503,29
-68.73160957618474,348.1992847801389,0
-67.22812316639998,25.65400924702584,0
-60.16201263126393,53.15195657676665,0
-50.41726852207472,70.82157257896172,0
-39.676629872756735,83.46717590183286,0
-28.665439743974854,93.83248211377045,0
-17.772945701582525,103.3174316961556,0
-7.2960609310314934,112.75079769259165,38
2.459093320565997,122.72938522838493,1170
11.121097300578041,133.74163982399975,3487
18.22289136398249,146.15718515434267,6037
23.218163276774725,160.0906602437416,7039
25.587208092216216,175.1972399128688,7500
25.030582912655817,190.6284669049428,6644
21.622181621645115,205.37284696339367,5134
15.768668963448865,218.75281480106344,2306
8.019067872510652,230.61685102739006,430
-1.1034108295172966,241.19896922124042,29
-11.169118118879807,250.92360097338252,29
-21.836229787790092,260.31602170287,29
-32.81016883971525,270.0398190470003,29
-43.77550684904641,281.0852831211058,29
-54.258997607984405,295.2390937058392,29
-63.27618474466311,316.0197520255832,29
-68.56545909165486,348.03624687680235,0
-67.10572468240667,25.29323192876143,0
-60.09081899466027,52.801718608840346,0
-50.37349627179005,70.53244158984661,0
-39.64371159381759,83.22421634133181,0
-28.633592138429314,93.61887166044052,0
-17.735621861461656,103.12161766521692,0
-7.248057414755936,112.56546703011344,43
2.5224925755601495,122.55063196896393,925
11.204312306524118,133.56916852257723,1958
18.32954565724926,145.99531548294536,2899
23.349784803839643,159.94893001353836,3120
25.741628379916236,175.08807915694175,3200
25.201637104771443,190.56094497155618,2590
21.801844487385754,205.34748453152727,1680
15.950046203560742,218.7629802040215,784
8.197891071690453,230.65397180071562,161
-0.9289544794661752,241.2561680967976,29
-10.999115734801595,250.99666781411494,29
-21.66960453700101,260.40298532068743,29
-32.644893560209205,270.13986416802254,29
-43.6085274772537,281.1961950866802,29
-54.086273525703604,295.34840315632744,29
-63.09556859461568,316.0722080238405,29
-68.39319928822312,347.8850472445714,0
-66.97599574303851,24.936102443276297,0
-60.01264417627936,52.44820324178178,0
-50.32340225806673,70.23841766530465,0
-39.60488768684825,82.97648013841771,0
-28.596022591985857,93.40094484782387,0
-17.692594839661297,102.92197821294884,0
-7.1942538644345975,112.37680129475554,3
2.5918675943504934,122.36908570286997,423
11.29371875233002,133.39459249020524,1598
18.442588916883025,145.83229717995397,3930
23.487883828278562,159.80737358941298,4860
25.90239480254434,174.98073445284825,5317
25.378619918233895,190.49691424874985,4947
21.986781164221217,205.3269512903956,3884
16.135944309410476,218.7788212808121,1821
8.380519223041976,230.69723060824558,346
-0.7512920939662578,241.31978323870646,29
-10.826354545277361,251.0764183117503,29
-21.500498290627515,260.49701859368764,29
-32.477220299730995,270.24759413016125,29
-43.43898245455503,281.3157527663878,29
-53.91044865382189,295.46777196433425,29
-62.91074062959897,316.1364672444465,29
-68.21491063875726,347.74570045370825,0
-66.83896481123935,24.58315249939122,0
-59.927450043262596,52.091891935708546,0
-50.26692982924426,69.93981680195687,0
-39.56010383344468,82.72418797593518,0
-28.552685480247266,93.17887113218391,0
-17.643829857790664,102.71865307174653,0
-7.134627284815972,112.18492108429608,2
2.6672291282721825,122.18485310196543,425
11.38931507295477,133.218007044094,1761
18.562007554699438,145.66821628016564,3630
23.632434984080724,159.66607121184063,4691
26.06946961797191,174.87528433769182,4924
25.561480010525866,190.43645083108083,4724
22.176926981983193,205.3113128340227,3636
16.326288427760186,218.8003841564987,1713
8.566872070659974,230.74665009544248,341
-0.5705047809939496,241.3898140120998,29
-10.650913036197688,251.16282969868848,29
-21.328984540873588,260.59807613418207,29
-32.30721615812849,270.36293673641796,29
-43.26693238349356,281.4438464700381,29
-53.73158015497357,295.5970332034046,29
-62.721765817982735,316.21230488418325,29
-68.0306740423933,347.61817641102215,0
-66.6946653701768,24.234873409681825,0
-59.83520342974812,51.733256148147206,0
-50.204025957811055,69.63695318020011,0
-39.50930865399933,82.4675595825267,0
-28.50353783454795,92.95281854166697,0
-17.589294675739193,102.51177980955083,0
-7.069157152966569,111.98994399757068,29
2.748585529460963,121.99803691406308,1030
11.491097418283521,133.03950257931075,3215
18.68778586496707,145.50315293499457,5476
23.783410985131532,159.52509654319513,6065
26.24281332952678,174.77180051656035,6884
25.750164387693573,190.3796240288898,6206
22.372215741292084,205.30062798517957,4544
16.521002427335223,218.82770811089588,2064
8.756868473994125,230.80224601917928,412
-0.38667405795346005,241.4662529133239,29
-10.472869607012242,251.2558723363428,29
-21.155136211632268,260.7061055227181,29
-32.13494721428204,270.4858122610067,29
-43.09243643846006,281.58035782099176,29
-53.549723462471725,295.7360086651096,29
-62.5287074644555,316.29947804483294,29
-67.84057069667735,347.502406025421,0
-66.54313581082137,23.891718019954823,0
-59.73587627296668,51.372757501394176,0
-50.13464141157863,69.3301394620008,0
-39.452453852213964,82.20681413334012,0
-28.448539457828677,92.722954131067,0
-17.528959684253067,102.30149434912849,0
-6.997825492258918,111.79198524156953,55
2.83594269186675,121.80873668507064,1256
11.599059606483136,132.85916543847767,3807
18.8199059884291,145.3371824571928,6130
23.940782599072325,159.38451787012153,6857
26.422384668784257,174.67034918104036,6831
25.94461839539585,190.32649771524137,6016
22.572579714877435,205.29495009401515,4088
16.720008913473745,218.8608267830774,1883
8.950426435379276,230.86402837292923,464
-0.19988181573054553,241.54908665377565,29
-10.29230253258829,251.35551079901035,29
-20.979025624577517,260.82104845200166,29
-31.960478502927877,270.6161347418779,29
-42.915552360355214,281.72516135684486,29
-53.36493229874873,295.8845111248754,29
-62.33162723251138,316.3977294782741,29
-67.64468198180154,347.3982866882619,1
-66.38441930647376,23.554102517033158,1
-59.629445734151524,51.01084765516586,1
-50.05873091887328,69.01968678747252,1
-39.38949435740176,81.94217037310815,0
-28.387653039659178,92.48944418630097,0
-17.46279799723028,102.08793125140599,0
-6.92061694638487,111.59115800369794,34
2.9293039920401402,121.61704924392383,683
11.713193077011011,132.6770785383914,2661
18.958347875978106,145.17037609963734,4492
24.104518620969756,159.2443990471648,5464
26.6081405784398,174.57099208760368,5750
26.144785710367383,190.27713147271143,5230
22.777949649742574,205.29432816615412,3928
16.923229244047043,218.89976924298952,2034
9.147463129015224,230.9320024107261,372
-0.010210281460410451,241.63829715567186,29
-10.109289924221033,251.4617048807931,29
-20.8007244650299,260.9428417959614,29
-31.78387399202929,270.75381318188056,29
-42.73633645279135,281.8781259975721,29
-53.1772586968174,296.0423463676849,29
-62.130585173242565,316.50679078702603,29
-67.44308935693466,347.30568688123657,0
-66.2185636758543,23.22240766992371,0
-59.51589430378068,50.64796767476261,0
-49.97625332702022,68.7059043471831,0
-39.320388464058944,81.67384639089904,0
-28.32084427004027,92.25245412306157,0
-17.390785543458726,101.87122370318073,0
-6.837518853178291,111.38757352762941,44
3.028670229867199,121.42306887870524,1245
11.833486843421714,132.4933216566988,3416
19.103089252104596,145.0028014748178,5578
24.274585846897786,159.1048000572147,6585
26.800036195356046,174.47378724914935,6730
26.350608332385416,190.23158136746883,5970
22.988254770264568,205.29880766334912,4497
17.130583546736514,218.94456079014353,2178
9.347894931462204,231.00616942932447,441
0.18225802002899405,241.73386233570568,29
-9.923909689780986,251.57441040472537,29
-20.620303747591645,261.071418473081,29
-31.605196560682394,270.89875252083624,29
-42.55484357977976,282.0391162255198,29
-52.98675302458095,296.20931477484834,29
-61.92563975997429,316.626384900425,29
-67.23587426854147,347.2244497544661,1
-66.04562123640102,22.89697941122921,1
-59.39520989080068,50.284546876069584,1
-49.8871717534254,68.38909855363134,1
-39.24509796818743,81.40205908313547,0
-28.248081951612043,92.01214810753477,0
-17.312901157515,101.65150324278136,0
-6.748521318023466,111.18134092299363,20
3.1340395694346888,121.2268872205697,745
11.95992744612197,132.30797139655974,2346
19.25410557824425,144.83452261297793,4311
24.450949047538728,158.9657771731147,5053
26.998024833879235,174.37878920500944,5670
26.562026576830227,190.18990031191927,5163
23.203422782319592,205.30843092471088,3915
17.34199073774991,218.99522339467705,1900
9.551637453711665,231.08652723114204,476
0.3774403061276783,241.83575659624222,30
-9.736239492992858,251.69357974761533,29
-20.437833781556318,261.2067080192324,29
-31.424507977554686,271.050854284797,29
-42.37112716486198,282.2079928614236,29
-52.793464011835354,296.3852123602716,29
-61.71684792829625,316.75622769639864,29
-67.02311807049131,347.1543956336489,1
-65.86564864943078,22.578128824023253,1
-59.26738589561164,49.92100128036097,1
-49.79145372859933,68.06957193379553,1
-39.16358829985543,81.12702339187386,0
-28.169338109890415,91.76868848820601,0
-17.22912666953525,101.42889930776059,0
-6.653617286619482,110.97256678698105,27
3.245407480214424,121.02859291825037,809
12.092498905231016,132.12110090504189,2473
19.41137001615459,144.66559971655224,4053
24.633570941913817,158.82738276120133,4867
27.202057969522816,174.28604889084,5493
26.778979067930663,190.15213801233133,5142
23.42337987852314,205.32323717097327,4069
17.557368542056146,219.05177575251406,1947
9.758605574885328,231.17307022680657,408
0.5752535777293022,241.94395096494912,30
-9.546356711851057,251.819162012118,29
-20.253384136111073,261.34863679498625,29
-31.241868879866857,271.2100168289317,29
-42.18523919165716,282.3846133593806,29
-52.59743877982365,296.5698311818419,29
-61.50426512106356,316.8960287791684,29
-66.80490195567329,347.0953235901234,1
-65.67870675880238,22.26613178687083,1
-59.132421266726624,49.557731940560075,1
-49.689071330509336,67.74762195168397,1
-39.07582865149097,80.84895152219157,0
-28.08458810115366,91.52223522359651,0
-17.139446993565358,101.20353877223376,0
-6.552802616865028,110.7613548009585,67
3.3627666787605315,120.82827126879369,1028
12.231182673706689,131.93277951261516,2940
19.574853391454205,144.49608879539937,4702
24.822412171355765,158.68966490559336,5535
27.41208522311713,174.19561327294974,5439
27.001402732786925,190.11834062706762,4549
23.648050744674002,205.34326219992002,4016
17.776633515214783,219.11423302739433,1897
9.968713477609544,231.26578921993314,444
0.7756146619032285,242.05841292091023,34
-9.354338396188158,251.95110288680246,29
-20.067023605360195,261.49712785899123,29
-31.05733875294095,271.37613521125144,29
-41.99723020581116,282.56883168329045,29
-52.398722873218134,296.76295925932345,29
-61.28794533796101,317.04549169057645,29
-66.58130689876461,347.047012613482,1
-65.48486042468328,21.961228860117217,0
-58.99032054114778,49.19512358686319,1
-49.58000130969597,67.42354011234349,1
-38.98179210141626,80.56805241692683,0
-27.993810717600816,91.27294554323096,0
-17.043850214194233,100.97554570695848,0
-6.446076149624019,110.54780554706196,23
3.486107071118511,120.62600405381569,1051
12.375957590903717,131.74307256466693,3199
19.744524157462934,144.32604146834487,4984
25.01743127383943,158.55266717070663,6211
27.62805434552648,174.10752506995195,6485
27.22923279626307,190.0885504595053,6056
23.877358567489193,205.36853806746143,4865
17.999701066871815,219.18260652826092,2581
10.181874685103914,231.3646711031703,609
0.9784402559547377,242.17910611635713,33
-9.160261224423378,252.08934438049624,29
-19.878820173210908,261.6521007072919,29
-30.870975910349607,271.54910093268876,29
-41.80714931834535,282.76049804723453,29
-52.19736029442132,296.9643803949898,29
-61.0679411892452,317.204314155371,29
-66.3524136097399,347.0092231949137,1
-65.2841783539649,21.663626108191607,0
-58.841093868629315,48.833544081338204,1
-49.46422520464285,67.09761167451373,0
-38.88145573214517,80.28453172373709,0
-27.89698828940732,91.02097404863973,0
-16.942327671173388,100.74504155595406,0
-6.3334397781293355,110.33201672830404,84
3.615415696148278,120.42186979029113,1517
12.526799836733229,131.5520416883922,3927
19.920348359483224,144.15550522663034,5876
25.218584658788195,158.41642882614775,6781
27.849911203035674,174.02182291431618,7134
27.462402776841895,190.0628060474479,6762
24.111225043715866,205.39909309083578,5176
18.226485485989578,219.25690365363982,2716
10.398002100016532,231.4696987715105,615
1.1836469728659618,242.30599027107814,34
-8.964201459528189,252.23382471239967,29
-19.688840978172582,261.8134711681963,29
-30.68283747471178,271.7288018451238,29
-41.61504421041411,282.9594588860109,29
-51.99339354008928,297.17387435358444,29
-60.84430395329986,317.37218897062587,29
-66.11830249765907,346.98169992916286,0
-65.07673292879936,21.373497220654627,0
-58.684757020117765,48.47334484854852,0
-49.34172944694633,66.77011602249428,0
-38.77480074298661,79.99859228068696,0
-27.79410678330823,90.76647326254785,0
-16.834874041725175,100.51214572526732,0
-6.214898515779465,110.11408379903476,80
3.7506766699666687,120.21594441285627,1411
12.683682886595587,131.35974552539884,3596
20.102289599665927,143.98452420080022,5460
25.425826582475622,158.28098562033662,6376
28.07759976350928,173.9385420919964,6512
27.70084448353499,190.04114280093242,6144
24.349570390704702,205.43495235140415,4701
18.45689996787431,219.33712826814948,2528
10.617008045030559,231.58085140724373,583
1.3911513881003796,242.43902140898984,34
-8.76623490425777,252.3844785280731,29
-19.49715227813183,261.98115161996384,29
-30.492979359191946,271.9151224127034,29
-41.42096113949211,283.1655572462239,29
-51.78686363979588,297.3912176035907,29
-60.61708363766053,317.5488056476965,29
-65.87905364423334,346.9641750315641,0
-64.86260003464136,21.09098663038992,0
-58.52133138077535,48.11486195511915,0
-49.21250545589263,66.44132742342019,0
-38.661812556517134,79.71043486292507,0
-27.685155897346906,90.50959438071018,0
-16.7214874202445,100.27697635627926,0
-6.090460562082604,109.89410078548816,66
3.891871131716636,120.0083021539677,1212
12.846577467261424,131.16624068689194,3006
20.290309002605554,143.8131401914106,4456
25.639109124143218,158.1463708643998,5333
28.311062083427135,173.85771561398943,5732
27.944488013940088,190.02359398560554,5429
24.592313358526827,205.4761385323602,3659
18.690856643059497,219.4232813863303,1983
10.838804305258652,231.6981050500841,439
1.6008700877433537,242.57815235822522,34
-8.5664368557074,252.54123736574132,29
-19.303819415177117,262.1550514652536,29
-30.301456249770013,272.1079442546308,29
-41.224944947021974,283.378633492885,29
-51.577810196767295,297.61618440889544,29
-60.386329043185405,317.733852401513,29
-65.63474678663835,346.95637202722446,0
-64.64185888908173,20.816212737862713,0
-58.35084392809707,47.7584171921398,0
-49.07654972211393,66.11151569354126,1
-38.54248091851209,79.42025881062989,0
-27.570129151436976,90.25048790249015,0
-16.602169395101583,100.03965097920238,0
-5.9601373665025905,109.6721609743858,56
4.038977190871535,119.79901629407524,1041
13.01545151387681,130.97158258544962,2462
20.484365181811434,143.64139358711319,3594
25.858382162956012,158.01261641121246,4270
28.55023829590022,173.77937520964392,4688
28.19326175353724,190.01019166142083,4310
24.839371243714368,205.52267273051098,3598
18.928266608098614,219.51536185497517,2018
11.063302172434053,231.82143318659462,494
1.8127197179420447,242.72333328183495,35
-8.364882059261655,252.70403016421193,29
-19.10890678055425,262.3350776540362,29
-30.108321588357008,272.30714672237247,29
-41.02703906756177,283.5985260314955,29
-51.36627143062592,297.84854787416947,29
-60.152087831067774,317.92701790659885,29
-65.38546130902209,346.95800878646315,0
-64.41459187264942,20.549270492001142,0
-58.17332719572928,47.40431866380251,0
-48.93386388006044,65.78094643040944,0
-38.41679999095299,79.12826228506579,0
-27.4490239733964,89.98930392958486,0
-16.476925122258322,99.80028684640322,0
-5.823943689962572,109.44835729042553,70
4.191969876283152,119.5881595943084,975
13.190270128269423,130.77582592561834,2398
20.684414207201947,143.46932391549535,3616
26.083593355917937,157.87975326097424,4536
28.795066599770436,173.7035519689076,5197
28.447092376314576,190.0009672957239,5208
25.09065990470219,205.5745749960543,4182
19.169039958315423,219.61336681664073,2255
11.290412490898921,231.95080715807867,594
2.026617035597828,242.87451206068317,37
-8.161644662017206,252.87278364507762,29
-18.912477779846935,262.5211350814531,29
-29.913627556842957,272.5126073483857,29
-40.827285539480926,283.82507186273256,29
-51.15228422209503,298.0880807270495,29
-59.91440659240544,318.12799252182583,29
-65.13127624214093,346.96879965090625,0
-64.18088436264561,20.290233191111497,0
-57.9888192236828,47.05286082875989,0
-48.784454769092704,65.44988081995453,0
-38.284768437757066,78.83464217883481,0
-27.321841780126803,89.72619215846584,0
-16.345763395416977,99.55900098415239,0
-5.681897663765166,109.22278239905062,67
4.350821087181201,119.37580444229278,808
13.370995538732817,130.57902489816604,1674
20.890409573768967,143.29697008448994,2888
26.31468811686847,157.7478118516502,3444
29.045483249897163,173.63027665807246,3229
28.705904846812277,189.995952082443,2838
25.34609377904503,205.6318646255728,2793
19.41308582255375,219.71729197063277,1504
11.520045705381472,232.08619640820757,419
2.242478960254273,243.03163454569324,34
-7.956798165767325,253.04742257659154,29
-18.714594798482956,262.7131268775481,29
-29.717425062169475,272.72420218371997,29
-40.625725017259334,284.058107003972,29
-50.93588415962032,298.3345559001372,29
-59.67333092005871,318.33646919324394,29
-64.8722702705493,346.9884570536898,0
-63.94082457095387,20.039153894305628,0
-57.79736349570733,46.70432433136156,0
-48.62833448306547,65.11857527652934,0
-38.146389502910196,78.53959388819312,0
-27.188588053626265,89.46130175918624,0
-16.20869671242741,99.31591014635326,0
-5.534020845691311,108.99552871124764,97
4.51549954633057,119.16202290626947,769
13.557587061464993,130.38123328289578,2587
21.10230217155949,143.1243705391428,3672
26.551609596681985,157.61682226406046,4033
29.301422548732805,173.55957997471887,4082
28.96962242367278,189.99517722189273,3893
25.605585902481476,205.69456042337106,3776
19.660312399963328,219.82713181222715,2148
11.752111910545484,232.22756872427135,585
2.460222627114614,243.1946448113703,39
-7.750415379646737,253.22787004798067,29
